event_id,event_time_utc,country,currency,event_name,impact,actual,forecast,previous,source
2025-03-18-usd-core-retail-sales-74235038,2025-03-18T08:30:00Z,United States,USD,Core Retail Sales,HIGH,0.3%,0.3%,-0.6%,nasdaq_economic_calendar
2025-03-18-usd-retail-sales-383ee9b7,2025-03-18T08:30:00Z,United States,USD,Retail Sales,HIGH,0.2%,0.6%,-1.2%,nasdaq_economic_calendar
2025-03-18-usd-retail-sales-ex-gas-autos-d390e205,2025-03-18T08:30:00Z,United States,USD,Retail Sales Ex Gas/Autos,HIGH,0.5%,0.4%,-0.8%,nasdaq_economic_calendar
2025-03-19-usd-industrial-production-59c0ff76,2025-03-19T09:15:00Z,United States,USD,Industrial Production,HIGH,0.7%,0.2%,0.3%,nasdaq_economic_calendar
2025-03-19-jpy-reuters-tankan-index-bf048942,2025-03-19T19:00:00Z,Japan,JPY,Reuters Tankan Index,HIGH,-1,,3,nasdaq_economic_calendar
2025-03-19-jpy-adjusted-trade-balance-9e3ffdb4,2025-03-19T19:50:00Z,Japan,JPY,Adjusted Trade Balance,HIGH,0.18T,0.51T,-0.86T,nasdaq_economic_calendar
2025-03-19-jpy-trade-balance-123d02da,2025-03-19T19:50:00Z,Japan,JPY,Trade Balance,HIGH,584.5B,722.8B,"-2,736.6B",nasdaq_economic_calendar
2025-03-19-jpy-boj-interest-rate-decision-4f964373,2025-03-19T22:30:00Z,Japan,JPY,BoJ Interest Rate Decision,HIGH,0.50%,0.50%,0.50%,nasdaq_economic_calendar
2025-03-19-jpy-boj-monetary-policy-statement-e9d03526,2025-03-19T22:30:00Z,Japan,JPY,BoJ Monetary Policy Statement,HIGH,,,,nasdaq_economic_calendar
2025-03-20-jpy-industrial-production-a6046bdd,2025-03-20T00:30:00Z,Japan,JPY,Industrial Production,HIGH,-1.1%,-1.1%,-0.3%,nasdaq_economic_calendar
2025-03-20-jpy-boj-press-conference-55276d22,2025-03-20T02:30:00Z,Japan,JPY,BoJ Press Conference,HIGH,,,,nasdaq_economic_calendar
2025-03-20-usd-fomc-economic-projections-175f79c2,2025-03-20T14:00:00Z,United States,USD,FOMC Economic Projections,HIGH,,,,nasdaq_economic_calendar
2025-03-20-usd-fomc-statement-fac0a366,2025-03-20T14:00:00Z,United States,USD,FOMC Statement,HIGH,,,,nasdaq_economic_calendar
2025-03-20-usd-fed-interest-rate-decision-b3052e07,2025-03-20T14:00:00Z,United States,USD,Fed Interest Rate Decision,HIGH,4.50%,4.50%,4.50%,nasdaq_economic_calendar
2025-03-20-usd-fomc-press-conference-13114a73,2025-03-20T14:30:00Z,United States,USD,FOMC Press Conference,HIGH,,,,nasdaq_economic_calendar
2025-03-21-jpy-cpi-n-s-a-08c2ccac,2025-03-21T19:30:00Z,Japan,JPY,"CPI, n.s.a",HIGH,-0.4%,,0.5%,nasdaq_economic_calendar
2025-03-21-jpy-national-cpi-e49ec67b,2025-03-21T19:30:00Z,Japan,JPY,National CPI,HIGH,3.7%,,4.0%,nasdaq_economic_calendar
2025-03-21-jpy-national-core-cpi-ad9b4322,2025-03-21T19:30:00Z,Japan,JPY,National Core CPI,HIGH,3.0%,2.9%,3.2%,nasdaq_economic_calendar
2025-03-22-usd-fomc-member-williams-speaks-bc880078,2025-03-22T09:05:00Z,United States,USD,FOMC Member Williams Speaks,HIGH,,,,nasdaq_economic_calendar
2025-03-25-usd-fomc-member-bostic-speaks-ddcbaab9,2025-03-25T13:45:00Z,United States,USD,FOMC Member Bostic Speaks,HIGH,,,,nasdaq_economic_calendar
2025-03-25-jpy-monetary-policy-meeting-minutes-3a1fd967,2025-03-25T19:50:00Z,Japan,JPY,Monetary Policy Meeting Minutes,HIGH,,,,nasdaq_economic_calendar
2025-03-26-jpy-boj-core-cpi-0f4b3fbf,2025-03-26T01:00:00Z,Japan,JPY,BoJ Core CPI,HIGH,2.2%,2.2%,2.2%,nasdaq_economic_calendar
2025-03-26-usd-fomc-member-kugler-speaks-0adbf127,2025-03-26T08:40:00Z,United States,USD,FOMC Member Kugler Speaks,HIGH,,,,nasdaq_economic_calendar
2025-03-26-usd-fomc-member-williams-speaks-8304b3ce,2025-03-26T09:05:00Z,United States,USD,FOMC Member Williams Speaks,HIGH,,,,nasdaq_economic_calendar
2025-03-26-usd-cb-consumer-confidence-9ace0b6a,2025-03-26T10:00:00Z,United States,USD,CB Consumer Confidence,HIGH,92.9,94.2,100.1,nasdaq_economic_calendar
2025-03-26-usd-fomc-member-williams-speaks-a35814e0,2025-03-26T14:35:00Z,United States,USD,FOMC Member Williams Speaks,HIGH,,,,nasdaq_economic_calendar
2025-03-27-usd-core-durable-goods-orders-e01c690d,2025-03-27T08:30:00Z,United States,USD,Core Durable Goods Orders,HIGH,0.7%,0.2%,0.1%,nasdaq_economic_calendar
2025-03-27-usd-durable-goods-orders-2bbef405,2025-03-27T08:30:00Z,United States,USD,Durable Goods Orders,HIGH,0.9%,-1.1%,3.3%,nasdaq_economic_calendar
2025-03-27-usd-fomc-member-kashkari-speaks-1b48bdfe,2025-03-27T10:00:00Z,United States,USD,FOMC Member Kashkari Speaks,HIGH,,,,nasdaq_economic_calendar
2025-03-28-usd-core-pce-prices-4ef36866,2025-03-28T08:30:00Z,United States,USD,Core PCE Prices,HIGH,2.60%,2.70%,2.20%,nasdaq_economic_calendar
2025-03-28-usd-gdp-dcf037f1,2025-03-28T08:30:00Z,United States,USD,GDP,HIGH,2.4%,2.3%,3.1%,nasdaq_economic_calendar
2025-03-28-usd-gdp-price-index-8eeba485,2025-03-28T08:30:00Z,United States,USD,GDP Price Index,HIGH,2.3%,2.4%,1.9%,nasdaq_economic_calendar
2025-03-28-usd-gdp-sales-52fcf76e,2025-03-28T08:30:00Z,United States,USD,GDP Sales,HIGH,3.3%,3.2%,3.3%,nasdaq_economic_calendar
2025-03-28-usd-pce-prices-2dab38b5,2025-03-28T08:30:00Z,United States,USD,PCE Prices,HIGH,2.4%,2.4%,1.5%,nasdaq_economic_calendar
2025-03-28-usd-fomc-member-barkin-speaks-247563c7,2025-03-28T16:30:00Z,United States,USD,FOMC Member Barkin Speaks,HIGH,,,,nasdaq_economic_calendar
2025-03-28-jpy-cpi-tokyo-ex-food-energy-225b81c1,2025-03-28T19:30:00Z,Japan,JPY,CPI Tokyo Ex Food & Energy,HIGH,1.1%,,0.8%,nasdaq_economic_calendar
2025-03-28-jpy-cpi-tokyo-ex-food-and-energy-6899ef4f,2025-03-28T19:30:00Z,Japan,JPY,CPI Tokyo Ex Food and Energy,HIGH,0.4%,,0.2%,nasdaq_economic_calendar
2025-03-28-jpy-tokyo-cpi-31d6de6b,2025-03-28T19:30:00Z,Japan,JPY,Tokyo CPI,HIGH,2.9%,,2.8%,nasdaq_economic_calendar
2025-03-28-jpy-tokyo-core-cpi-e7bd77ca,2025-03-28T19:30:00Z,Japan,JPY,Tokyo Core CPI,HIGH,2.4%,2.2%,2.2%,nasdaq_economic_calendar
2025-03-28-jpy-boj-summary-of-opinions-7021ac60,2025-03-28T19:50:00Z,Japan,JPY,BoJ Summary of Opinions,HIGH,,,,nasdaq_economic_calendar
2025-03-29-usd-core-pce-price-index-cbb1ce5c,2025-03-29T08:30:00Z,United States,USD,Core PCE Price Index,HIGH,0.4%,0.3%,0.3%,nasdaq_economic_calendar
2025-03-29-usd-pce-price-index-d622055c,2025-03-29T08:30:00Z,United States,USD,PCE Price index,HIGH,2.5%,2.5%,2.5%,nasdaq_economic_calendar
2025-03-29-usd-pce-price-index-571b0815,2025-03-29T08:30:00Z,United States,USD,PCE price index,HIGH,0.3%,0.3%,0.3%,nasdaq_economic_calendar
2025-03-29-usd-personal-income-77ea2ce7,2025-03-29T08:30:00Z,United States,USD,Personal Income,HIGH,0.8%,0.4%,0.7%,nasdaq_economic_calendar
2025-03-29-usd-real-personal-consumption-64f3fc11,2025-03-29T08:30:00Z,United States,USD,Real Personal Consumption,HIGH,0.1%,,-0.6%,nasdaq_economic_calendar
2025-03-29-usd-dallas-fed-pce-d2025c06,2025-03-29T09:00:00Z,United States,USD,Dallas Fed PCE,HIGH,3.00%,,2.50%,nasdaq_economic_calendar
2025-03-29-usd-michigan-consumer-expectations-6c15a8cc,2025-03-29T10:00:00Z,United States,USD,Michigan Consumer Expectations,HIGH,52.6,54.2,64.0,nasdaq_economic_calendar
2025-03-29-usd-michigan-consumer-sentiment-2397d254,2025-03-29T10:00:00Z,United States,USD,Michigan Consumer Sentiment,HIGH,57.0,57.9,64.7,nasdaq_economic_calendar
2025-03-29-usd-fomc-member-bostic-speaks-c31ccc26,2025-03-29T15:45:00Z,United States,USD,FOMC Member Bostic Speaks,HIGH,,,,nasdaq_economic_calendar
2025-03-31-jpy-industrial-production-fc54e3ec,2025-03-31T19:50:00Z,Japan,JPY,Industrial Production,HIGH,2.5%,1.9%,-1.1%,nasdaq_economic_calendar
2025-03-31-jpy-industrial-production-forecast-1m-ahead-717169f8,2025-03-31T19:50:00Z,Japan,JPY,Industrial Production forecast 1m ahead,HIGH,0.6%,,5.0%,nasdaq_economic_calendar
2025-03-31-jpy-industrial-production-forecast-2m-ahead-694cd2cf,2025-03-31T19:50:00Z,Japan,JPY,Industrial Production forecast 2m ahead,HIGH,0.1%,,-2.0%,nasdaq_economic_calendar
2025-03-31-jpy-large-scale-retail-sales-yoy-f6dadfa3,2025-03-31T19:50:00Z,Japan,JPY,Large Scale Retail Sales YoY,HIGH,2.0%,,5.0%,nasdaq_economic_calendar
2025-03-31-jpy-retail-sales-4218e319,2025-03-31T19:50:00Z,Japan,JPY,Retail Sales,HIGH,1.4%,2.4%,4.4%,nasdaq_economic_calendar
2025-04-01-jpy-tankan-all-big-industry-capex-f087ce91,2025-04-01T19:50:00Z,Japan,JPY,Tankan All Big Industry CAPEX,HIGH,3.1%,,11.3%,nasdaq_economic_calendar
2025-04-01-jpy-tankan-all-small-industry-capex-1f87264a,2025-04-01T19:50:00Z,Japan,JPY,Tankan All Small Industry CAPEX,HIGH,-10.0%,,4.0%,nasdaq_economic_calendar
2025-04-01-jpy-tankan-big-manufacturing-outlook-index-a5c63649,2025-04-01T19:50:00Z,Japan,JPY,Tankan Big Manufacturing Outlook Index,HIGH,12,9,13,nasdaq_economic_calendar
2025-04-01-jpy-tankan-large-manufacturers-index-0ca7a55a,2025-04-01T19:50:00Z,Japan,JPY,Tankan Large Manufacturers Index,HIGH,12,12,14,nasdaq_economic_calendar
2025-04-01-jpy-tankan-large-non-manufacturers-diffusion-index-5ddd0b5f,2025-04-01T19:50:00Z,Japan,JPY,Tankan Large Non-Manufacturers Diffusion Index,HIGH,28,29,28,nasdaq_economic_calendar
2025-04-01-jpy-tankan-large-non-manufacturers-index-7403429c,2025-04-01T19:50:00Z,Japan,JPY,Tankan Large Non-Manufacturers Index,HIGH,35,33,33,nasdaq_economic_calendar
2025-04-01-jpy-tankan-small-manufacturers-diffusion-index-47741cc1,2025-04-01T19:50:00Z,Japan,JPY,Tankan Small Manufacturers Diffusion Index,HIGH,-1,,0,nasdaq_economic_calendar
2025-04-01-jpy-tankan-small-manufacturing-index-ed382f7d,2025-04-01T19:50:00Z,Japan,JPY,Tankan Small Manufacturing Index,HIGH,2,-1,1,nasdaq_economic_calendar
2025-04-01-jpy-tankan-small-non-manufacturers-diffusion-index-6166f059,2025-04-01T19:50:00Z,Japan,JPY,Tankan Small Non-Manufacturers Diffusion Index,HIGH,9,,8,nasdaq_economic_calendar
2025-04-01-jpy-tankan-small-non-manufacturing-index-18f7448b,2025-04-01T19:50:00Z,Japan,JPY,Tankan Small Non-Manufacturing Index,HIGH,16,,16,nasdaq_economic_calendar
2025-04-02-usd-fomc-member-barkin-speaks-a08a19bd,2025-04-02T09:00:00Z,United States,USD,FOMC Member Barkin Speaks,HIGH,,,,nasdaq_economic_calendar
2025-04-02-usd-ism-manufacturing-employment-45642a3a,2025-04-02T10:00:00Z,United States,USD,ISM Manufacturing Employment,HIGH,44.7,,47.6,nasdaq_economic_calendar
2025-04-02-usd-ism-manufacturing-new-orders-index-fdd3736b,2025-04-02T10:00:00Z,United States,USD,ISM Manufacturing New Orders Index,HIGH,45.2,,48.6,nasdaq_economic_calendar
2025-04-02-usd-ism-manufacturing-pmi-108476d2,2025-04-02T10:00:00Z,United States,USD,ISM Manufacturing PMI,HIGH,49.0,49.5,50.3,nasdaq_economic_calendar
2025-04-02-usd-ism-manufacturing-prices-2d96fcbf,2025-04-02T10:00:00Z,United States,USD,ISM Manufacturing Prices,HIGH,69.4,64.6,62.4,nasdaq_economic_calendar
2025-04-02-usd-jolts-job-openings-45821f5c,2025-04-02T10:00:00Z,United States,USD,JOLTS Job Openings,HIGH,7.568M,7.690M,7.762M,nasdaq_economic_calendar
2025-04-03-usd-adp-nonfarm-employment-change-f8392771,2025-04-03T08:15:00Z,United States,USD,ADP Nonfarm Employment Change,HIGH,155K,118K,84K,nasdaq_economic_calendar
2025-04-03-usd-fomc-member-kugler-speaks-a1859b42,2025-04-03T16:30:00Z,United States,USD,FOMC Member Kugler Speaks,HIGH,,,,nasdaq_economic_calendar
2025-04-04-usd-ism-non-manufacturing-business-activity-03882f2c,2025-04-04T10:00:00Z,United States,USD,ISM Non-Manufacturing Business Activity,HIGH,55.9,,54.4,nasdaq_economic_calendar
2025-04-04-usd-ism-non-manufacturing-employment-36ca1791,2025-04-04T10:00:00Z,United States,USD,ISM Non-Manufacturing Employment,HIGH,46.2,53.0,53.9,nasdaq_economic_calendar
2025-04-04-usd-ism-non-manufacturing-new-orders-bce221f6,2025-04-04T10:00:00Z,United States,USD,ISM Non-Manufacturing New Orders,HIGH,50.4,51.9,52.2,nasdaq_economic_calendar
2025-04-04-usd-ism-non-manufacturing-pmi-9e29c168,2025-04-04T10:00:00Z,United States,USD,ISM Non-Manufacturing PMI,HIGH,50.8,53.0,53.5,nasdaq_economic_calendar
2025-04-04-usd-ism-non-manufacturing-prices-65728b87,2025-04-04T10:00:00Z,United States,USD,ISM Non-Manufacturing Prices,HIGH,60.9,63.1,62.6,nasdaq_economic_calendar
2025-04-05-usd-average-hourly-earnings-1378e833,2025-04-05T08:30:00Z,United States,USD,Average Hourly Earnings,HIGH,0.3%,0.3%,0.2%,nasdaq_economic_calendar
2025-04-05-usd-average-hourly-earnings-yoy-b8163358,2025-04-05T08:30:00Z,United States,USD,Average Hourly Earnings (YoY),HIGH,3.8%,3.9%,4.0%,nasdaq_economic_calendar
2025-04-05-usd-nonfarm-payrolls-aa1b8f10,2025-04-05T08:30:00Z,United States,USD,Nonfarm Payrolls,HIGH,228K,137K,102K,nasdaq_economic_calendar
2025-04-05-usd-private-nonfarm-payrolls-e9bb4212,2025-04-05T08:30:00Z,United States,USD,Private Nonfarm Payrolls,HIGH,209K,127K,116K,nasdaq_economic_calendar
2025-04-05-usd-u6-unemployment-rate-e639b204,2025-04-05T08:30:00Z,United States,USD,U6 Unemployment Rate,HIGH,7.9%,,8.0%,nasdaq_economic_calendar
2025-04-05-usd-unemployment-rate-1ea38b5b,2025-04-05T08:30:00Z,United States,USD,Unemployment Rate,HIGH,4.2%,4.1%,4.1%,nasdaq_economic_calendar
2025-04-08-usd-fomc-member-kugler-speaks-7ad64603,2025-04-08T10:30:00Z,United States,USD,FOMC Member Kugler Speaks,HIGH,,,,nasdaq_economic_calendar
2025-04-09-usd-fomc-member-daly-speaks-18a18023,2025-04-09T14:00:00Z,United States,USD,FOMC Member Daly Speaks,HIGH,,,,nasdaq_economic_calendar
2025-04-10-jpy-boj-gov-ueda-speaks-83e7551f,2025-04-10T02:15:00Z,Japan,JPY,BOJ Gov Ueda Speaks,HIGH,,,,nasdaq_economic_calendar
2025-04-10-usd-fomc-member-barkin-speaks-585b1159,2025-04-10T12:30:00Z,United States,USD,FOMC Member Barkin Speaks,HIGH,,,,nasdaq_economic_calendar
2025-04-10-usd-fomc-meeting-minutes-a15a7e5d,2025-04-10T14:00:00Z,United States,USD,FOMC Meeting Minutes,HIGH,,,,nasdaq_economic_calendar
2025-04-11-usd-cpi-9ab02586,2025-04-11T08:30:00Z,United States,USD,CPI,HIGH,2.4%,2.5%,2.8%,nasdaq_economic_calendar
2025-04-11-usd-cpi-index-n-s-a-52d743b7,2025-04-11T08:30:00Z,United States,USD,"CPI Index, n.s.a.",HIGH,319.80,320.17,319.08,nasdaq_economic_calendar
2025-04-11-usd-cpi-index-s-a-a3d7585d,2025-04-11T08:30:00Z,United States,USD,"CPI Index, s.a",HIGH,319.62,,319.78,nasdaq_economic_calendar
2025-04-11-usd-cpi-n-s-a-0913777c,2025-04-11T08:30:00Z,United States,USD,"CPI, n.s.a",HIGH,0.22%,,0.44%,nasdaq_economic_calendar
2025-04-11-usd-core-cpi-fa87ed54,2025-04-11T08:30:00Z,United States,USD,Core CPI,HIGH,0.1%,0.3%,0.2%,nasdaq_economic_calendar
2025-04-11-usd-core-cpi-index-e67490ff,2025-04-11T08:30:00Z,United States,USD,Core CPI Index,HIGH,325.66,,325.48,nasdaq_economic_calendar
2025-04-11-usd-fomc-member-bowman-speaks-b528b030,2025-04-11T10:00:00Z,United States,USD,FOMC Member Bowman Speaks,HIGH,,,,nasdaq_economic_calendar
2025-04-11-usd-cleveland-cpi-2e58fb27,2025-04-11T11:00:00Z,United States,USD,Cleveland CPI,HIGH,0.3%,,0.3%,nasdaq_economic_calendar
2025-04-11-usd-fomc-member-harker-speaks-34d96465,2025-04-11T12:30:00Z,United States,USD,FOMC Member Harker Speaks,HIGH,,,,nasdaq_economic_calendar
2025-04-12-usd-core-ppi-a44451d5,2025-04-12T08:30:00Z,United States,USD,Core PPI,HIGH,-0.1%,0.3%,0.1%,nasdaq_economic_calendar
2025-04-12-usd-ppi-ec00a178,2025-04-12T08:30:00Z,United States,USD,PPI,HIGH,-0.4%,0.2%,0.1%,nasdaq_economic_calendar
2025-04-12-usd-ppi-ex-food-energy-transport-bd5027ff,2025-04-12T08:30:00Z,United States,USD,PPI ex. Food/Energy/Transport,HIGH,3.4%,,3.5%,nasdaq_economic_calendar
2025-04-12-usd-michigan-consumer-expectations-1ef02a9b,2025-04-12T10:00:00Z,United States,USD,Michigan Consumer Expectations,HIGH,47.2,50.8,52.6,nasdaq_economic_calendar
2025-04-12-usd-michigan-consumer-sentiment-72481bb5,2025-04-12T10:00:00Z,United States,USD,Michigan Consumer Sentiment,HIGH,50.8,54.0,57.0,nasdaq_economic_calendar
2025-04-12-usd-fomc-member-williams-speaks-a6b0e1e3,2025-04-12T11:00:00Z,United States,USD,FOMC Member Williams Speaks,HIGH,,,,nasdaq_economic_calendar
2025-04-15-jpy-industrial-production-57267c1a,2025-04-15T00:30:00Z,Japan,JPY,Industrial Production,HIGH,2.3%,2.5%,-1.1%,nasdaq_economic_calendar
2025-04-15-usd-fomc-member-barkin-speaks-a302df87,2025-04-15T12:00:00Z,United States,USD,FOMC Member Barkin Speaks,HIGH,,,,nasdaq_economic_calendar
2025-04-15-usd-fomc-member-harker-speaks-0942db85,2025-04-15T18:00:00Z,United States,USD,FOMC Member Harker Speaks,HIGH,,,,nasdaq_economic_calendar
2025-04-15-usd-fomc-member-bostic-speaks-d1c3f3a7,2025-04-15T19:40:00Z,United States,USD,FOMC Member Bostic Speaks,HIGH,,,,nasdaq_economic_calendar
2025-04-16-usd-fomc-member-barkin-speaks-1107e29d,2025-04-16T11:35:00Z,United States,USD,FOMC Member Barkin Speaks,HIGH,,,,nasdaq_economic_calendar
2025-04-16-jpy-reuters-tankan-index-77330616,2025-04-16T19:00:00Z,Japan,JPY,Reuters Tankan Index,HIGH,9,,-1,nasdaq_economic_calendar
2025-04-17-usd-core-retail-sales-1402d22f,2025-04-17T08:30:00Z,United States,USD,Core Retail Sales,HIGH,0.5%,0.4%,0.7%,nasdaq_economic_calendar
2025-04-17-usd-retail-sales-47ac8d29,2025-04-17T08:30:00Z,United States,USD,Retail Sales,HIGH,1.4%,1.3%,0.2%,nasdaq_economic_calendar
2025-04-17-usd-retail-sales-ex-gas-autos-152a4b92,2025-04-17T08:30:00Z,United States,USD,Retail Sales Ex Gas/Autos,HIGH,0.8%,,0.8%,nasdaq_economic_calendar
2025-04-17-usd-industrial-production-f1623d85,2025-04-17T09:15:00Z,United States,USD,Industrial Production,HIGH,-0.3%,-0.2%,0.8%,nasdaq_economic_calendar
2025-04-17-jpy-adjusted-trade-balance-bbedfeee,2025-04-17T19:50:00Z,Japan,JPY,Adjusted Trade Balance,HIGH,-0.23T,-0.25T,0.19T,nasdaq_economic_calendar
2025-04-17-jpy-trade-balance-98fa947f,2025-04-17T19:50:00Z,Japan,JPY,Trade Balance,HIGH,544.1B,485.3B,590.5B,nasdaq_economic_calendar
2025-04-17-jpy-boj-board-member-nakagawa-speaks-b68c6128,2025-04-17T21:30:00Z,Japan,JPY,BoJ Board Member Nakagawa Speaks,HIGH,,,,nasdaq_economic_calendar
2025-04-18-jpy-cpi-n-s-a-db55aee4,2025-04-18T19:30:00Z,Japan,JPY,"CPI, n.s.a",HIGH,0.3%,,-0.4%,nasdaq_economic_calendar
2025-04-18-jpy-national-cpi-fb297c0a,2025-04-18T19:30:00Z,Japan,JPY,National CPI,HIGH,3.6%,,3.7%,nasdaq_economic_calendar
2025-04-18-jpy-national-core-cpi-c3d677bd,2025-04-18T19:30:00Z,Japan,JPY,National Core CPI,HIGH,3.2%,3.2%,3.0%,nasdaq_economic_calendar
2025-04-19-usd-fomc-member-daly-speaks-f3270c73,2025-04-19T11:00:00Z,United States,USD,FOMC Member Daly Speaks,HIGH,,,,nasdaq_economic_calendar
2025-04-23-jpy-boj-core-cpi-b725b8f2,2025-04-23T01:00:00Z,Japan,JPY,BoJ Core CPI,HIGH,2.2%,2.4%,2.2%,nasdaq_economic_calendar
2025-04-23-usd-fomc-member-harker-speaks-459aa148,2025-04-23T09:30:00Z,United States,USD,FOMC Member Harker Speaks,HIGH,,,,nasdaq_economic_calendar
2025-04-23-usd-fomc-member-kashkari-speaks-af41c338,2025-04-23T14:00:00Z,United States,USD,FOMC Member Kashkari Speaks,HIGH,,,,nasdaq_economic_calendar
2025-04-23-usd-fomc-member-kugler-speaks-813d3514,2025-04-23T18:00:00Z,United States,USD,FOMC Member Kugler Speaks,HIGH,,,,nasdaq_economic_calendar
2025-04-25-usd-michigan-consumer-expectations-e9dc8921,2025-04-25T10:00:00Z,United States,USD,Michigan Consumer Expectations,HIGH,47.3,47.2,52.6,nasdaq_economic_calendar
2025-04-25-usd-michigan-consumer-sentiment-52386c45,2025-04-25T10:00:00Z,United States,USD,Michigan Consumer Sentiment,HIGH,52.2,50.8,57.0,nasdaq_economic_calendar
2025-04-26-usd-michigan-consumer-expectations-49770f0d,2025-04-26T10:00:00Z,United States,USD,Michigan Consumer Expectations,HIGH,47.3,47.2,52.6,nasdaq_economic_calendar
2025-04-26-usd-michigan-consumer-sentiment-100621ff,2025-04-26T10:00:00Z,United States,USD,Michigan Consumer Sentiment,HIGH,52.2,50.8,57.0,nasdaq_economic_calendar
2025-04-30-usd-cb-consumer-confidence-a022b12a,2025-04-30T10:00:00Z,United States,USD,CB Consumer Confidence,HIGH,86.0,87.7,93.9,nasdaq_economic_calendar
2025-04-30-usd-jolts-job-openings-43b70509,2025-04-30T10:00:00Z,United States,USD,JOLTS Job Openings,HIGH,7.192M,7.490M,7.480M,nasdaq_economic_calendar
2025-04-30-jpy-industrial-production-548a9686,2025-04-30T19:50:00Z,Japan,JPY,Industrial Production,HIGH,-1.1%,-0.5%,2.3%,nasdaq_economic_calendar
2025-04-30-jpy-industrial-production-forecast-1m-ahead-72851435,2025-04-30T19:50:00Z,Japan,JPY,Industrial Production forecast 1m ahead,HIGH,1.3%,,0.6%,nasdaq_economic_calendar
2025-04-30-jpy-industrial-production-forecast-2m-ahead-152b3af8,2025-04-30T19:50:00Z,Japan,JPY,Industrial Production forecast 2m ahead,HIGH,3.9%,,0.1%,nasdaq_economic_calendar
2025-04-30-jpy-large-scale-retail-sales-yoy-dd041861,2025-04-30T19:50:00Z,Japan,JPY,Large Scale Retail Sales YoY,HIGH,3.0%,,2.0%,nasdaq_economic_calendar
2025-04-30-jpy-retail-sales-45fd8d65,2025-04-30T19:50:00Z,Japan,JPY,Retail Sales,HIGH,3.1%,3.6%,1.3%,nasdaq_economic_calendar
2025-05-01-usd-adp-nonfarm-employment-change-db4748a6,2025-05-01T08:15:00Z,United States,USD,ADP Nonfarm Employment Change,HIGH,62K,114K,147K,nasdaq_economic_calendar
2025-05-01-usd-core-pce-prices-9a253c11,2025-05-01T08:30:00Z,United States,USD,Core PCE Prices,HIGH,3.50%,3.10%,2.60%,nasdaq_economic_calendar
2025-05-01-usd-employment-cost-index-c9ee9495,2025-05-01T08:30:00Z,United States,USD,Employment Cost Index,HIGH,0.9%,0.9%,0.9%,nasdaq_economic_calendar
2025-05-01-usd-gdp-e360be1f,2025-05-01T08:30:00Z,United States,USD,GDP,HIGH,-0.3%,0.2%,2.4%,nasdaq_economic_calendar
2025-05-01-usd-gdp-price-index-1383a845,2025-05-01T08:30:00Z,United States,USD,GDP Price Index,HIGH,3.7%,3.1%,2.3%,nasdaq_economic_calendar
2025-05-01-usd-gdp-sales-fd18eb1a,2025-05-01T08:30:00Z,United States,USD,GDP Sales,HIGH,-2.5%,,3.3%,nasdaq_economic_calendar
2025-05-01-usd-pce-prices-80e396c1,2025-05-01T08:30:00Z,United States,USD,PCE Prices,HIGH,3.6%,,2.4%,nasdaq_economic_calendar
2025-05-01-usd-core-pce-price-index-3fbc96d6,2025-05-01T10:00:00Z,United States,USD,Core PCE Price Index,HIGH,0.0%,0.1%,0.5%,nasdaq_economic_calendar
2025-05-01-usd-pce-price-index-a80cf0dd,2025-05-01T10:00:00Z,United States,USD,PCE Price index,HIGH,2.3%,2.2%,2.7%,nasdaq_economic_calendar
2025-05-01-usd-pce-price-index-8dfaeb32,2025-05-01T10:00:00Z,United States,USD,PCE price index,HIGH,0.0%,0.0%,0.4%,nasdaq_economic_calendar
2025-05-01-usd-personal-income-be174e5f,2025-05-01T10:00:00Z,United States,USD,Personal Income,HIGH,0.5%,0.4%,0.7%,nasdaq_economic_calendar
2025-05-01-usd-real-personal-consumption-66d97fec,2025-05-01T10:00:00Z,United States,USD,Real Personal Consumption,HIGH,0.7%,,0.1%,nasdaq_economic_calendar
2025-05-01-jpy-boj-monetary-policy-statement-a332f83d,2025-05-01T22:30:00Z,Japan,JPY,BoJ Monetary Policy Statement,HIGH,,,,nasdaq_economic_calendar
2025-05-01-jpy-boj-interest-rate-decision-5fb83ad7,2025-05-01T23:00:00Z,Japan,JPY,BoJ Interest Rate Decision,HIGH,0.50%,0.50%,0.50%,nasdaq_economic_calendar
2025-05-01-jpy-boj-outlook-report-679ce1f4,2025-05-01T23:00:00Z,Japan,JPY,BoJ Outlook Report,HIGH,,,,nasdaq_economic_calendar
2025-05-02-usd-average-hourly-earnings-f119f90b,2025-05-02T08:30:00Z,United States,USD,Average Hourly Earnings,HIGH,0.2%,0.3%,0.3%,nasdaq_economic_calendar
2025-05-02-usd-average-hourly-earnings-yoy-0cbc648f,2025-05-02T08:30:00Z,United States,USD,Average Hourly Earnings (YoY),HIGH,3.8%,3.9%,3.8%,nasdaq_economic_calendar
2025-05-02-usd-nonfarm-payrolls-b18fdeb7,2025-05-02T08:30:00Z,United States,USD,Nonfarm Payrolls,HIGH,177K,138K,120K,nasdaq_economic_calendar
2025-05-02-usd-private-nonfarm-payrolls-c53d449a,2025-05-02T08:30:00Z,United States,USD,Private Nonfarm Payrolls,HIGH,167K,124K,170K,nasdaq_economic_calendar
2025-05-02-usd-u6-unemployment-rate-10fca7db,2025-05-02T08:30:00Z,United States,USD,U6 Unemployment Rate,HIGH,7.8%,,7.9%,nasdaq_economic_calendar
